Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Singapore,SGP,82.4951219512195,82.7439024390244,82.8463414634146,83.0951219512195,83.1463414634146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sint Maarten (Dutch part),SXM,77.0682926829268,77.219512195122,78.2926829268293,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovak Republic,SVK,76.8121951219512,76.5634146341463,77.1658536585366,77.1658536585366,77.2658536585366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Slovenia,SVN,81.0780487804878,80.7756097560976,81.1756097560976,81.0292682926829,81.3780487804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Small states,SST,68.2053778037837,68.6140108206917,68.9604627311958,69.2790747333305,69.5411326605455
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Solomon Islands,SLB,71.896,72.173,72.424,72.645,72.835
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Somalia,SOM,55.509,55.92,56.324,56.709,57.068
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Africa,ZAF,61.968,62.649,63.153,63.538,63.857
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia,SAS,68.3402062592725,68.6419006832955,68.9161514390397,69.1713119009688,69.4122476461494
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia (IDA & IBRD),TSA,68.3402062592725,68.6419006832955,68.9161514390397,69.1713119009688,69.4122476461494
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Sudan,SSD,56.552,56.855,57.12,57.365,57.604
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Spain,ESP,83.2292682926829,82.8317073170732,83.3292682926829,83.2829268292683,83.4317073170732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sri Lanka,LKA,76.147,76.316,76.482,76.648,76.812
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Kitts and Nevis,KNA,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Lucia,LCA,75.44,75.596,75.752,75.907,76.057
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Martin (French part),MAF,79.3219512195122,79.4707317073171,79.6219512195122,79.7219512195122,79.8707317073171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Vincent and the Grenadines,VCT,72.01,72.095,72.193,72.3,72.415
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,SSF,59.4047999444643,59.9528305490993,60.44238733816,60.8800023700024,61.2730146485793
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (excluding high income),SSA,59.3842216759185,59.9331929514269,60.4238384716512,60.8623356410946,61.2565331327445
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (IDA & IBRD countries),TSS,59.4047999444643,59.9528305490993,60.44238733816,60.8800023700024,61.2730146485793
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sudan,SDN,64.169,64.429,64.663,64.881,65.095
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Suriname,SUR,71.133,71.249,71.358,71.463,71.57
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sweden,SWE,82.2536585365854,82.2048780487805,82.3073170731707,82.409756097561,82.5585365853659
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Switzerland,CHE,83.1975609756098,82.8975609756098,83.6024390243903,83.5512195121951,83.7536585365854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Syrian Arab Republic,SYR,69.821,69.908,70.315,70.967,71.779
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tajikistan,TJK,69.874,70.137,70.397,70.647,70.879
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tanzania,TZA,62.288,63.111,63.844,64.479,65.015
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Thailand,THA,75.747,76.091,76.403,76.683,76.931
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Timor-Leste,TLS,68.197,68.459,68.735,69.007,69.26
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Togo,TGO,59.58,59.927,60.22,60.489,60.76
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tonga,TON,70.427,70.517,70.607,70.701,70.801
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Trinidad and Tobago,TTO,72.768,72.941,73.1,73.245,73.38
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tunisia,TUN,75.734,75.922,76.115,76.31,76.505
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkey,TUR,76.172,76.532,76.86,77.161,77.437
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkmenistan,TKM,67.552,67.704,67.835,67.956,68.073
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turks and Caicos Islands,TCA,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tuvalu,TUV,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uganda,UGA,60.669,61.373,61.986,62.516,62.973
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ukraine,UKR,71.1865853658537,71.189512195122,71.4763414634146,71.7809756097561,71.5826829268293
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Arab Emirates,ARE,77.095,77.285,77.47,77.647,77.814
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Kingdom,GBR,81.3048780487805,80.9560975609756,81.1560975609756,81.2560975609756,81.2560975609756
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United States,USA,78.8414634146341,78.690243902439,78.5390243902439,78.5390243902439,78.5390243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Upper middle income,UMC,74.3191878296375,74.5972439251292,74.858383532731,75.1184954802044,75.3289772104353
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uruguay,URY,77.244,77.369,77.498,77.632,77.77
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uzbekistan,UZB,70.671,70.928,71.171,71.388,71.573
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vanuatu,VUT,69.719,69.869,70.021,70.172,70.323
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Venezuela, RB",VEN,72.762,72.584,72.405,72.246,72.128
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vietnam,VNM,75.056,75.11,75.172,75.241,75.317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Virgin Islands (U.S.),VIR,78.9682926829268,79.1682926829268,79.2682926829268,79.419512195122,79.5682926829268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,West Bank and Gaza,PSE,73.303,73.442,73.589,73.74,73.895
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,World,WLD,71.7422791195969,71.9474029185145,72.180758376222,72.3855753160321,72.5632744812844
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Yemen, Rep.",YEM,66.066,66.085,66.087,66.086,66.096
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zambia,ZMB,60.831,61.737,62.464,63.043,63.51
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zimbabwe,ZWE,58.41,59.534,60.294,60.812,61.195
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: Health Nutrition and Population Statistics,,,,,,,,
Last Updated: 10/07/2020,,,,,,,,
